演绎,165.61544987604296,pos,2,v
完美,153.6187220101292,pos,2,a
同时,149.6537387966388,pos,2,c
浪漫,134.14069978311383,pos,2,a
结合,133.5656169091325,pos,2,v
将,129.07385486631566,pos,1,d
往往,129.02067467275208,pos,2,t
仿佛,127.94517818662385,pos,2,d
充满,127.29644138773568,pos,2,a
人们,126.77555433735432,pos,2,n
所,126.52955283333154,pos,1,c
路,124.5135100600071,pos,1,n
毁灭,124.41343950055841,pos,2,v
残酷,122.05554894826066,pos,2,a
棒,121.92924784211006,pos,1,zg
仍,121.54699481351682,pos,1,zg
很棒,121.32326110075054,pos,2,a
新,121.00930817180135,pos,1,a
视觉效果,120.12040197726401,pos,4,n
悲伤,119.91222478016022,pos,2,a
流畅,119.14449170885632,pos,2,a
难得,119.10446351442339,pos,2,d
不仅,117.22758922804474,pos,2,c
十足,117.20383685053403,pos,2,d
片尾曲,116.57722806710757,pos,3,n
深刻,116.4856428727176,pos,2,d
勇气,116.03299507618914,pos,2,n
PS,115.12981679977923,pos,2,eng
喜剧,114.58397151517897,pos,2,n
银,113.60936822341662,pos,1,ng
不仅仅,113.00427125233035,pos,3,d
出色,112.88468979049824,pos,2,v
感人,111.91388457606988,pos,2,n
到位,111.82163720388849,pos,2,v
呼应,111.39753497570834,pos,2,v
忘记,110.73086541814897,pos,2,v
尽管,110.68926811472198,pos,2,c
在于,110.65272980823083,pos,2,v
永恒,110.52854663385138,pos,2,z
主人公,110.52250911522333,pos,3,n
却是,109.90602894722267,pos,2,d
每,109.87793063562326,pos,1,zg
内心,109.79188099415992,pos,2,n
回忆,109.03109286618007,pos,2,v
舞,108.62922016710301,pos,1,v
注定,108.21753613167655,pos,2,v
巧妙,108.18420061813765,pos,2,a
安迪,108.06229318552073,pos,2,nr
的确,107.8078238577373,pos,2,d
最为,107.77914562928012,pos,2,d
迷人,107.60015111498191,pos,2,n
智慧,107.42975724101134,pos,2,nr
致敬,107.08338052911849,pos,2,v
值得,106.96482540360736,pos,2,v
自然,106.26169722773604,pos,2,d
再次,105.78965050068555,pos,2,d
友情,105.56675440237137,pos,2,n
长镜头,105.15349303100267,pos,3,n
原,104.83542200843411,pos,1,n
希望,104.70420004005652,pos,2,v
动人,104.27972254863393,pos,2,n
强大,104.26199121980036,pos,2,a
淡淡的,103.99025176256909,pos,3,z
人性,103.70810446705978,pos,2,n
力,103.44330376040782,pos,1,n
温暖,103.1145277119595,pos,2,an
呈现,102.95076546776667,pos,2,v
眼神,102.82606224226863,pos,2,n
还原,102.69340368298276,pos,2,v
史诗,102.37971919416461,pos,2,nr
瞬间,101.22896882511446,pos,2,t
片中,101.0141485544387,pos,2,s
黑色,100.87036552568978,pos,2,n
温情,100.81205491261224,pos,2,n
另类,100.65610558145674,pos,2,n
如,100.64898865126757,pos,1,v
心理,100.42256229944272,pos,2,n
格局,100.00233364493324,pos,2,n
可惜,99.95389585616618,pos,2,v
鲜明,99.19723462686895,pos,2,a
细节,98.97760996273084,pos,2,n
幽默,98.63159952518805,pos,2,a
妻子,97.92764672960121,pos,2,n
则,97.89598613912045,pos,1,d
穿梭,97.79264727791956,pos,2,v
赞,97.71758883788382,pos,1,v
无论是,97.67931366402536,pos,3,c
东方,97.31112559603682,pos,2,s
延续,97.19851702672949,pos,2,v
功夫,97.11494013902504,pos,2,n
久久,97.01655966572562,pos,2,d
永远,96.97580640880423,pos,2,d
商业,96.84294804492583,pos,2,n
之间,96.34072979801473,pos,2,f
人类,95.86537867306076,pos,2,n
诠释,95.75400867076306,pos,2,v
处处,95.64954860197591,pos,2,v
神奇,95.19396249066558,pos,2,a
足够,95.15712868290245,pos,2,v
面前,95.15490694463182,pos,2,f
无可挑剔,94.84018151040675,pos,4,l
耐人寻味,94.63467552516386,pos,4,i
感慨,94.61054787662417,pos,2,v
复杂,94.5891070509067,pos,2,a
叹为观止,94.41359018977492,pos,4,i
或,94.32424969018687,pos,1,c
一如既往,94.20232870253578,pos,4,i
触动,94.11561478282766,pos,2,v
紧凑,93.82204676517132,pos,2,a
超越,93.767442323886,pos,2,v
道德,93.64765392591232,pos,2,nr
力量,93.54257644091585,pos,2,n
类似,93.54142787235327,pos,2,v
其中,93.4883766115831,pos,2,r
另外,93.39828807156749,pos,2,c
作品,93.2100249669897,pos,2,n
影像,93.17907839946325,pos,2,vn
特有,93.1776802577233,pos,2,b
感谢,93.16004051972638,pos,2,v
经典之作,92.89370922009442,pos,4,n
优雅,92.73676091639754,pos,2,a
嘛,92.65102348682,pos,1,y
当初,92.50802087144238,pos,2,t
和平,92.25577778768904,pos,2,nz
沉默,92.1827384350549,pos,2,a
独特,92.14418733701878,pos,2,a
个性,92.08952480220003,pos,2,n
丰富,91.98551465390666,pos,2,a
经历,91.90892163117121,pos,2,n
这些,91.76065189864116,pos,2,r
激情,91.72883051539401,pos,2,n
扣人心弦,91.71976044032856,pos,4,i
气氛,91.55409122362383,pos,2,n
越狱,91.31187561787922,pos,2,v
帅气,91.28053772359817,pos,2,n
Kevin,91.24892007887635,pos,5,eng
阳光,91.08346693339541,pos,2,nr
罗宾,90.86384763274785,pos,2,ns
瑞恩,90.55302531053094,pos,2,nr
道格拉斯,90.55039872474134,pos,4,nrt
一流,90.34299841796091,pos,2,n
自由,90.31339282464165,pos,2,a
