难看,129.30247720328225,neg,2,v
垃圾,125.03013802944116,neg,2,n
烂,122.22963474051548,neg,1,v
无聊,111.96863950552606,neg,2,a
豆瓣,110.43914013606087,neg,2,n
高分,110.37695849054728,neg,2,n
做作,106.27582412045571,neg,2,v
恶心,105.9994403607747,neg,2,n
评分,105.9311508492059,neg,2,n
莫名其妙,103.47047067367149,neg,4,i
装,100.08341431053366,neg,1,v
乱七八糟,100.00600441444726,neg,4,i
要死,98.92606988200788,neg,2,v
浪费,97.6109032774597,neg,2,n
故弄玄虚,96.51743127105826,neg,4,i
烂片,95.96045215039476,neg,2,n
看不下去,95.36266757707718,neg,4,v
又臭又长,94.5671429852787,neg,4,l
经不起,93.79952862901341,neg,3,l
毫无,93.53745880685898,neg,2,v
低级,93.01274532005829,neg,2,b
拖沓,92.30771675543804,neg,2,a
不想,92.15835400487126,neg,2,v
浪费时间,91.60295669513113,neg,4,n
玩意,88.7769848692782,neg,2,n
装逼,87.65203658618849,neg,2,v
自以为是,86.9531039037237,neg,4,l
搞不懂,85.89447900543298,neg,3,l
生怕,83.1206237693387,neg,2,v
脸谱化,82.81935844824939,neg,3,n
无趣,82.3528139735235,neg,2,n
忍,77.98329609594012,neg,1,v
煎熬,77.56076502730158,neg,2,v
不知所谓,75.43177951284864,neg,4,l
拖,74.40986981053332,neg,1,v
睡,74.31817889946183,neg,1,v
不知所云,74.22763929257695,neg,4,i
评,73.8603472355691,neg,1,v
头疼,71.74371488359301,neg,2,a
分数,71.55290068424773,neg,2,n
怪不得,71.49731700428788,neg,3,l
傻,71.1674873552768,neg,1,a
设,71.03300238326808,neg,1,v
bug,71.00572555620272,neg,3,eng
看不懂,69.02163254345744,neg,3,v
凑,68.81742946175044,neg,1,v
B,67.61447399233128,neg,1,x
头晕,67.60092195797672,neg,2,n
冗长,67.53267246744927,neg,2,n
耐,66.59201921516814,neg,1,nz
无所事事,65.50468093196518,neg,4,i
受不了,65.03057479389446,neg,3,l
睡着,64.01584925879718,neg,2,v
弱智,63.130722506494,neg,2,n
鸡汤,62.7246907401736,neg,2,n
赶,62.33908358300529,neg,1,v
口水,62.24374223709784,neg,2,n
根本,62.12794755468411,neg,2,a
太差,61.901714541012716,neg,2,n
无力,61.57234549627299,neg,2,n
故事情节,61.35607800743901,neg,4,n
高,61.29588337918963,neg,1,a
鸡巴,61.24587982095966,neg,2,n
坨,60.59822780883868,neg,1,v
要命,60.492897364105005,neg,2,v
真他妈,59.50981540790126,neg,3,n
别扭,59.36040733841295,neg,2,a
狗血,59.3121142200239,neg,2,n
长篇,59.20509624672155,neg,2,b
忍耐,58.6915995916706,neg,2,v
吐,57.89686281754342,neg,1,v
故作,57.18602992009593,neg,2,n
不然,56.17660168326876,neg,2,c
糟糕,55.93467584224231,neg,2,a
懂,54.4705172540084,neg,1,v
催眠,54.2036625885675,neg,2,v
弘大,53.751559365645825,neg,2,nr
不好,53.745099088799634,neg,2,d
生硬,53.64288030549912,neg,2,a
特么,53.42410425805731,neg,2,d
非要,52.91712277930502,neg,2,h
要不是,52.72378309566449,neg,3,c
哎,52.661342905571786,neg,1,e
狗屎,52.28914313881158,neg,2,n
彻头彻尾,51.984081179309165,neg,4,i
高端,51.757570859796665,neg,2,n
不耐烦,51.31313367974596,neg,3,a
稍微,51.24354145344455,neg,2,d
言情,51.232578430793275,neg,2,n
丑,50.95921783187623,neg,1,a
人群,50.819002233117985,neg,2,n
艺术细胞,50.689254415197276,neg,4,n
硬撑,50.684458368838996,neg,2,v
剧情,50.55774717698003,neg,2,n
清,50.53972299411119,neg,1,t
砍,50.29379277606737,neg,1,v
好烂,50.22097852351509,neg,2,a
神经兮兮,50.05784615855073,neg,4,l
咋,50.027157963061924,neg,1,r
智商,50.01492671671147,neg,2,n
人不知,49.68541863555767,neg,3,l
不了,49.58590464174796,neg,2,v
刻意,49.426080300410064,neg,2,v
low,49.343682531525445,neg,3,eng
性子,49.081766319230255,neg,2,n
境界,48.974790827429636,neg,2,n
为啥,48.920359151599826,neg,2,r
讨厌,48.8966933191581,neg,2,v
不起,48.88437803008673,neg,2,v
夸大,48.85237136120223,neg,2,v
逼犯,48.47872458947441,neg,2,v
奇怪,48.32416178994475,neg,2,v
逼劲,48.11837804283378,neg,2,a
忍受,47.94713082869873,neg,2,v
小时,47.749635951092756,neg,2,n
极品,47.674165745052505,neg,2,n
消,47.363300138984876,neg,1,v
露,47.260762483678604,neg,1,v
大量,47.21768047269599,neg,2,n
坚持,47.136826780835435,neg,2,v
睡觉,46.994085028635,neg,2,v
没用,46.688064197981205,neg,2,v
丫,46.591188016966136,neg,1,n
扯,46.46755285488082,neg,1,v
文戏,46.44285936105089,neg,2,n
离场,46.34011297771019,neg,2,n
臭,46.31823455128795,neg,1,a
呆板,46.25845631502241,neg,2,n
妈,46.10912283431692,neg,1,n
cliche,46.08502378676142,neg,6,eng
一无是处,46.06654236095042,neg,4,l
未免,46.00533099001029,neg,2,d
音乐剧,45.53943483767754,neg,3,n
敢,45.4840864151103,neg,1,v
皮,45.40790405762634,neg,1,n
婊,45.3682497040347,neg,1,n
煽情,45.342450785042274,neg,2,v
松散,45.233245798594474,neg,2,v
星,45.101069928772375,neg,1,n
看得,44.98501284061143,neg,2,v
个数,44.798163922557606,neg,2,n
槽,44.68137485936323,neg,1,ng
拽,44.291900041967175,neg,1,v
无味,44.091850956638815,neg,2,d
很烂,43.98714918950833,neg,2,a
果断,43.90746314439632,neg,2,d
减,43.86934269489201,neg,1,v
真不知道,43.736885751819884,neg,4,i
快点,43.687512838938694,neg,2,d
空洞无物,43.56108278339932,neg,4,l
几度,43.5391054418466,neg,2,d
捡,43.36244771445632,neg,1,v
雷纳,43.16897612385533,neg,2,nr
小儿科,43.13813081385837,neg,3,nr
虚高,42.767057556972276,neg,2,a
假,42.56558710815692,neg,1,n
语音,42.56196117357767,neg,2,n
太假,42.50161565333463,neg,2,n
碎念,42.48959682642459,neg,2,n
嫌疑,42.42958449290136,neg,2,v
街区,42.33371486307014,neg,2,s
不合理,42.31490326702849,neg,3,n
差劲,42.223476368650054,neg,2,n
推敲,42.16067633879861,neg,2,v
无语,42.16034877772455,neg,2,nz
来来回回,42.15446065638025,neg,4,i
追女生,42.023885464247215,neg,3,n
好成,41.993381767207325,neg,2,v
打战,41.936541736921725,neg,2,v
真够,41.933488873891584,neg,2,a
死而死,41.92808730643869,neg,3,i
告密者,41.898354582163364,neg,3,n
唾沫,41.86652859204374,neg,2,n
混乱,41.77264913235449,neg,2,a
神烦,41.48587579002029,neg,2,a
江郎才尽,41.322807164577696,neg,4,i
这么,41.295315098451056,neg,2,r
狗,41.16327094443777,neg,1,n
猫眼,41.15411858465616,neg,2,n
kidding,41.03334179348307,neg,7,eng
没救,40.76067363937586,neg,2,v
脑,40.54450597843315,neg,1,n
免疫,40.43967102673336,neg,2,v
失,40.437773424056026,neg,1,zg
室友,40.063175059432794,neg,2,n
偏要,40.0506336583113,neg,2,a
精分,40.00632301822107,neg,2,n
毫无意义,39.94884786535658,neg,4,l
况且,39.83464010222056,neg,2,c
牵强,39.66365694635071,neg,2,v
噪音,39.56187827298133,neg,2,n
红,39.480640168582795,neg,1,a
JK,39.4035755205599,neg,2,eng
IMAX3D,39.271730594517784,neg,6,eng
透顶,39.09798211236316,neg,2,n
b,39.09669299461214,neg,1,x
弃,39.00025756233427,neg,1,vg
优点,38.863322225531114,neg,2,n
反胃,38.8560805937961,neg,2,v
女主,38.61222867013589,neg,2,n
咬牙,38.41507110685957,neg,2,v
打来打去,38.377664708352775,neg,4,l
伪,38.36779387086767,neg,1,j
男票,38.302112591779,neg,2,n
唐突,38.281917593632706,neg,2,nr
浪费资源,38.17442453360373,neg,4,n
干瘪,38.160115293967394,neg,2,a
瞌睡,38.050714952202995,neg,2,v
部装,38.02161104968355,neg,2,n
裹脚布,37.882423849619684,neg,3,i
胳膊,37.86532859563513,neg,2,n
略,37.82594178818891,neg,1,d
别说,37.706548295208194,neg,2,c
糟蹋,37.701778309058284,neg,2,v
报告,37.70027714100373,neg,2,n
俗人,37.65811385412712,neg,2,n
不满,37.65109922031272,neg,2,a
电影吧,37.58371493318195,neg,3,n
落魄,37.56664027199962,neg,2,a
字幕组,37.46232463163516,neg,3,n
绝不会,37.39795998179425,neg,3,l
没事找事,37.29634768379957,neg,4,l
马上,37.234625779270885,neg,2,d
进,37.17432527676969,neg,1,v
堆砌,37.17200132001746,neg,2,v
去掉,37.04041578123122,neg,2,v
懒得,36.901722430701746,neg,2,v
制作组,36.89513443298202,neg,3,n
难听,36.87146282734777,neg,2,v
何止,36.775556356463476,neg,2,v
男主像,36.74918814088784,neg,3,n
狗屁,36.746738511740034,neg,2,n
深度,36.74116219121031,neg,2,ns
一口气,36.68874500077216,neg,3,i
群众,36.6701717377354,neg,2,n
絮絮叨叨,36.59044184652274,neg,4,z
想快,36.5111548756033,neg,2,v
意淫,36.49813991581636,neg,2,v
没边,36.37594221481865,neg,2,d
邹,36.37265064380942,neg,1,nr
fuck,36.31869497314531,neg,4,eng
瞎搞,36.306471768167526,neg,2,v
智障,36.19266360391801,neg,2,n
不行,36.15107143824602,neg,2,v
亮点,36.090171250418564,neg,2,n
浮夸,36.052825079457065,neg,2,v
矫情,35.96174465494502,neg,2,a
干,35.93558876698799,neg,1,v
概括,35.91351972836695,neg,2,v
硬是,35.87746646821823,neg,2,d
几句话,35.872583783765194,neg,3,l
高雅,35.856970043586,neg,2,nr
首地,35.820519482685455,neg,2,n
五迷三道,35.64592304151924,neg,4,i
掉,35.63867283702952,neg,1,zg
流,35.427812808723644,neg,1,n
么,35.42009861748724,neg,1,y
解释,35.394923704875666,neg,2,v
FRODO,35.36948680692706,neg,5,eng
影评,35.35770260986607,neg,2,vn
烂烂,35.254743040956996,neg,2,z
不负责任,35.221476003575674,neg,4,l
货,35.21241147888094,neg,1,n
妆,34.99898878203751,neg,1,ng
胸,34.93443722826436,neg,1,ng
眼花缭乱,34.914397840777795,neg,4,i
伪文,34.89630690753519,neg,2,j
失控,34.87664921278878,neg,2,vn
拖拖拉拉,34.85975392996731,neg,4,z
算了,34.73881631987764,neg,2,v
吃不消,34.700844570999436,neg,3,l
令人发指,34.67271017914204,neg,4,i
零碎,34.666106287645874,neg,2,a
西式,34.65546672900802,neg,2,n
同伙,34.626587673320415,neg,2,n
失望透顶,34.56502907021262,neg,4,n
差,34.550273047239585,neg,1,a
半小时,34.54307030645283,neg,3,b
困死,34.52299797259989,neg,2,v
min,34.44671263763033,neg,3,eng
看样子,34.444510967496335,neg,3,l
不来,34.41452038569628,neg,2,d
粗糙,34.40805865373808,neg,2,a
等级,34.38294117468044,neg,2,b
驱,34.32882686264327,neg,1,v
说好,34.32170790966035,neg,2,v
情愿,34.29429624270442,neg,2,n
负分,34.25252636255129,neg,2,n
能看懂,34.250819646123404,neg,3,l
杂乱无章,34.203669889883834,neg,4,i
逼,34.196260369358555,neg,1,v
级片,34.10844801706476,neg,2,n
婆妈,33.79343994862917,neg,2,n
离谱,33.76776782818055,neg,2,n
支线,33.75163815399658,neg,2,n
逼格,33.69369730951358,neg,2,v
前段时间,33.687132871423685,neg,4,n
磨叽,33.643208970244274,neg,2,n
随便,33.62519312468247,neg,2,d
